location,date,population,HighestInfectionCount,PercentPopulationInfected
Serbia,6/10/2020,6804596,12031,0.18
Serbia,6/11/2020,6804596,12102,0.18
Serbia,6/12/2020,6804596,12175,0.18
Serbia,6/13/2020,6804596,12251,0.18
Serbia,6/14/2020,6804596,12310,0.18
Serbia,6/15/2020,6804596,12367,0.18
Serbia,6/16/2020,6804596,12426,0.18
Serbia,6/17/2020,6804596,12522,0.18
Seychelles,11/27/2020,98340,173,0.18
Seychelles,11/28/2020,98340,173,0.18
Seychelles,11/29/2020,98340,173,0.18
Slovakia,9/29/2020,5459643,9574,0.18
Slovenia,9/13/2020,2078932,3702,0.18
Slovenia,9/14/2020,2078932,3749,0.18
Slovenia,9/15/2020,2078932,3831,0.18
South Africa,6/23/2020,59308690,106108,0.18
South Korea,2/28/2021,51269183,90031,0.18
South Korea,3/1/2021,51269183,90372,0.18
South Korea,3/2/2021,51269183,90816,0.18
South Korea,3/3/2021,51269183,91240,0.18
South Korea,3/4/2021,51269183,91638,0.18
South Korea,3/5/2021,51269183,92055,0.18
South Korea,3/6/2021,51269183,92471,0.18
South Korea,3/7/2021,51269183,92817,0.18
South Korea,3/8/2021,51269183,93263,0.18
South Korea,3/9/2021,51269183,93733,0.18
South Korea,3/10/2021,51269183,94198,0.18
South Korea,3/11/2021,51269183,94686,0.18
Sri Lanka,12/21/2020,21413250,37631,0.18
Sri Lanka,12/22/2020,21413250,38059,0.18
Sri Lanka,12/23/2020,21413250,38639,0.18
Sri Lanka,12/24/2020,21413250,39231,0.18
Suriname,7/19/2020,586634,1029,0.18
Suriname,7/20/2020,586634,1079,0.18
Sweden,4/24/2020,10099270,18090,0.18
Sweden,4/25/2020,10099270,18563,0.18
Switzerland,3/30/2020,8654618,15922,0.18
Palestine,7/21/2020,5101416,9228,0.18
Palestine,7/22/2020,5101416,9398,0.18
Panama,5/6/2020,4314768,7731,0.18
Panama,5/7/2020,4314768,7868,0.18
Papua New Guinea,5/28/2021,8947027,15772,0.18
Papua New Guinea,5/29/2021,8947027,15772,0.18
Papua New Guinea,5/30/2021,8947027,15848,0.18
Papua New Guinea,5/31/2021,8947027,15910,0.18
Papua New Guinea,6/1/2021,8947027,15910,0.18
Papua New Guinea,6/2/2021,8947027,15910,0.18
Papua New Guinea,6/3/2021,8947027,16185,0.18
Papua New Guinea,6/4/2021,8947027,16185,0.18
Papua New Guinea,6/5/2021,8947027,16258,0.18
Papua New Guinea,6/6/2021,8947027,16327,0.18
Papua New Guinea,6/7/2021,8947027,16374,0.18
Papua New Guinea,6/8/2021,8947027,16398,0.18
Paraguay,8/21/2020,7132530,12536,0.18
Paraguay,8/22/2020,7132530,12974,0.18
Peru,5/7/2020,32971846,58526,0.18
Philippines,8/24/2020,109581085,194252,0.18
Philippines,8/25/2020,109581085,197164,0.18
Philippines,8/26/2020,109581085,202361,0.18
Poland,8/29/2020,37846605,66239,0.18
Poland,8/30/2020,37846605,66870,0.18
Poland,8/31/2020,37846605,67372,0.18
Poland,9/1/2020,37846605,67922,0.18
Poland,9/2/2020,37846605,68517,0.18
Poland,9/3/2020,37846605,69129,0.18
Poland,9/4/2020,37846605,69820,0.18
Portugal,4/15/2020,10196707,18091,0.18
Portugal,4/16/2020,10196707,18841,0.18
Romania,7/15/2020,19237682,34226,0.18
Romania,7/16/2020,19237682,35003,0.18
Uganda,7/1/2021,45741000,81034,0.18
Uganda,7/2/2021,45741000,82082,0.18
Uganda,7/3/2021,45741000,82852,0.18
Uganda,7/4/2021,45741000,83636,0.18
Uganda,7/5/2021,45741000,84116,0.18
Uganda,7/6/2021,45741000,84554,0.18
Ukraine,8/5/2020,43733759,77169,0.18
Ukraine,8/6/2020,43733759,78515,0.18
Ukraine,8/7/2020,43733759,80018,0.18
United Arab Emirates,5/9/2020,9890400,17417,0.18
United Arab Emirates,5/10/2020,9890400,18198,0.18
United Kingdom,4/18/2020,67886004,122534,0.18
United States,4/13/2020,331002647,598424,0.18
Uruguay,12/2/2020,3473727,6225,0.18
Uzbekistan,10/4/2020,33469199,58612,0.18
Uzbekistan,10/5/2020,33469199,58946,0.18
Uzbekistan,10/6/2020,33469199,59343,0.18
Uzbekistan,10/7/2020,33469199,59579,0.18
Uzbekistan,10/8/2020,33469199,60026,0.18
Uzbekistan,10/9/2020,33469199,60342,0.18
Uzbekistan,10/10/2020,33469199,60776,0.18
Uzbekistan,10/11/2020,33469199,61098,0.18
Uzbekistan,10/12/2020,33469199,61319,0.18
Uzbekistan,10/13/2020,33469199,61642,0.18
Thailand,5/21/2021,69799978,123066,0.18
Thailand,5/22/2021,69799978,126118,0.18
Togo,7/16/2021,8278737,14511,0.18
Togo,7/17/2021,8278737,14602,0.18
Togo,7/18/2021,8278737,14649,0.18
Togo,7/19/2021,8278737,14680,0.18
Togo,7/20/2021,8278737,14769,0.18
Togo,7/21/2021,8278737,14801,0.18
Togo,7/22/2021,8278737,14801,0.18
Togo,7/23/2021,8278737,14970,0.18
Togo,7/24/2021,8278737,15072,0.18
Togo,7/25/2021,8278737,15149,0.18
Togo,7/26/2021,8278737,15176,0.18
Togo,7/27/2021,8278737,15292,0.18
Trinidad and Tobago,9/9/2020,1399491,2588,0.18
Tunisia,10/3/2020,11818618,20944,0.18
Turkey,5/16/2020,84339067,148067,0.18
Turkey,5/17/2020,84339067,149435,0.18
Turkey,5/18/2020,84339067,150593,0.18
Turkey,5/19/2020,84339067,151615,0.18
Turkey,5/20/2020,84339067,152587,0.18
Turkey,5/21/2020,84339067,153548,0.18
Turkey,5/22/2020,84339067,154500,0.18
Turkey,5/23/2020,84339067,155686,0.18
Venezuela,9/3/2020,28435943,49877,0.18
Venezuela,9/4/2020,28435943,50973,0.18
Venezuela,9/5/2020,28435943,52165,0.18
Vietnam,8/3/2021,97338583,174461,0.18
Zambia,1/14/2021,18383956,32800,0.18
Zimbabwe,1/15/2021,14862927,26109,0.18
Zimbabwe,1/16/2021,14862927,26881,0.18
Zimbabwe,1/17/2021,14862927,27203,0.18
Russia,5/15/2020,145934460,262843,0.18
Rwanda,4/5/2021,12952209,22684,0.18
Rwanda,4/6/2021,12952209,22862,0.18
Rwanda,4/7/2021,12952209,23041,0.18
Rwanda,4/8/2021,12952209,23152,0.18
Rwanda,4/9/2021,12952209,23260,0.18
Rwanda,4/10/2021,12952209,23343,0.18
Rwanda,4/11/2021,12952209,23426,0.18
Rwanda,4/12/2021,12952209,23535,0.18
Rwanda,4/13/2021,12952209,23603,0.18
Rwanda,4/14/2021,12952209,23672,0.18
Rwanda,4/15/2021,12952209,23744,0.18
Rwanda,4/16/2021,12952209,23812,0.18
Rwanda,4/17/2021,12952209,23866,0.18
Rwanda,4/18/2021,12952209,23888,0.18
Rwanda,4/19/2021,12952209,23934,0.18
Saint Lucia,12/28/2020,183629,331,0.18
Saint Lucia,12/29/2020,183629,331,0.18
San Marino,3/11/2020,33938,62,0.18
Saudi Arabia,5/20/2020,34813867,62545,0.18
Russia,5/13/2020,145934460,242271,0.17
Russia,5/14/2020,145934460,252245,0.17
Rwanda,3/28/2021,12952209,21419,0.17
Rwanda,3/29/2021,12952209,21490,0.17
Rwanda,3/30/2021,12952209,21645,0.17
Rwanda,3/31/2021,12952209,21783,0.17
Rwanda,4/1/2021,12952209,21918,0.17
Rwanda,4/2/2021,12952209,22167,0.17
Rwanda,4/3/2021,12952209,22243,0.17
Rwanda,4/4/2021,12952209,22482,0.17
Saint Lucia,12/22/2020,183629,303,0.17
Saint Lucia,12/23/2020,183629,305,0.17
Saint Lucia,12/24/2020,183629,305,0.17
Saint Lucia,12/25/2020,183629,305,0.17
Saint Lucia,12/26/2020,183629,305,0.17
Saint Lucia,12/27/2020,183629,305,0.17
Saudi Arabia,5/19/2020,34813867,59854,0.17
Palestine,7/19/2020,5101416,8549,0.17
Palestine,7/20/2020,5101416,8916,0.17
Panama,5/4/2020,4314768,7197,0.17
Panama,5/5/2020,4314768,7523,0.17
Papua New Guinea,5/20/2021,8947027,14910,0.17
Papua New Guinea,5/21/2021,8947027,14910,0.17
Papua New Guinea,5/22/2021,8947027,14910,0.17
Papua New Guinea,5/23/2021,8947027,14910,0.17
Papua New Guinea,5/24/2021,8947027,15187,0.17
Papua New Guinea,5/25/2021,8947027,15222,0.17
Papua New Guinea,5/26/2021,8947027,15368,0.17
Papua New Guinea,5/27/2021,8947027,15415,0.17
Paraguay,8/20/2020,7132530,11817,0.17
Peru,5/6/2020,32971846,54817,0.17
Philippines,8/21/2020,109581085,182365,0.17
Philippines,8/22/2020,109581085,187249,0.17
Philippines,8/23/2020,109581085,189601,0.17
Poland,8/25/2020,37846605,63073,0.17
Poland,8/26/2020,37846605,63802,0.17
Poland,8/27/2020,37846605,64689,0.17
Poland,8/28/2020,37846605,65480,0.17
Portugal,4/13/2020,10196707,16934,0.17
Portugal,4/14/2020,10196707,17448,0.17
Qatar,4/18/2020,2881060,5008,0.17
Romania,7/11/2020,19237682,32079,0.17
Romania,7/12/2020,19237682,32535,0.17
Romania,7/13/2020,19237682,32948,0.17
Romania,7/14/2020,19237682,33585,0.17
Senegal,2/4/2021,16743930,27733,0.17
Senegal,2/5/2021,16743930,28106,0.17
Senegal,2/6/2021,16743930,28489,0.17
Senegal,2/7/2021,16743930,28760,0.17
Senegal,2/8/2021,16743930,29057,0.17
Senegal,2/9/2021,16743930,29245,0.17
Serbia,5/27/2020,6804596,11275,0.17
Serbia,5/28/2020,6804596,11300,0.17
Serbia,5/29/2020,6804596,11354,0.17
Serbia,5/30/2020,6804596,11381,0.17
Serbia,5/31/2020,6804596,11412,0.17
Serbia,6/1/2020,6804596,11430,0.17
Serbia,6/2/2020,6804596,11454,0.17
Serbia,6/3/2020,6804596,11523,0.17
Serbia,6/4/2020,6804596,11571,0.17
Serbia,6/5/2020,6804596,11667,0.17
Serbia,6/6/2020,6804596,11741,0.17
Serbia,6/7/2020,6804596,11823,0.17
Serbia,6/8/2020,6804596,11896,0.17
Seychelles,11/19/2020,98340,163,0.17
Seychelles,11/20/2020,98340,163,0.17
Seychelles,11/21/2020,98340,163,0.17
Seychelles,11/22/2020,98340,163,0.17
Seychelles,11/23/2020,98340,166,0.17
Seychelles,11/24/2020,98340,166,0.17
Seychelles,11/25/2020,98340,166,0.17
Seychelles,11/26/2020,98340,166,0.17
Singapore,4/22/2020,5850343,10141,0.17
Slovakia,9/27/2020,5459643,9078,0.17
Slovakia,9/28/2020,5459643,9343,0.17
Slovenia,9/11/2020,2078932,3497,0.17
Slovenia,9/12/2020,2078932,3603,0.17
South Africa,6/22/2020,59308690,101590,0.17
South Korea,2/16/2021,51269183,84946,0.17
South Korea,2/17/2021,51269183,85567,0.17
South Korea,2/18/2021,51269183,86128,0.17
South Korea,2/19/2021,51269183,86574,0.17
South Korea,2/20/2021,51269183,86992,0.17
South Korea,2/21/2021,51269183,87324,0.17
South Korea,2/22/2021,51269183,87681,0.17
South Korea,2/23/2021,51269183,88120,0.17
South Korea,2/24/2021,51269183,88516,0.17
South Korea,2/25/2021,51269183,88922,0.17
South Korea,2/26/2021,51269183,89321,0.17
South Korea,2/27/2021,51269183,89676,0.17
Spain,3/29/2020,46754783,80110,0.17
Sri Lanka,12/17/2020,21413250,35387,0.17
Sri Lanka,12/18/2020,21413250,36049,0.17
Sri Lanka,12/19/2020,21413250,36667,0.17
Sri Lanka,12/20/2020,21413250,37261,0.17
Suriname,7/18/2020,586634,1001,0.17
Sweden,4/23/2020,10099270,17311,0.17
Switzerland,3/29/2020,8654618,14829,0.17
Venezuela,9/1/2020,28435943,47756,0.17
Venezuela,9/2/2020,28435943,48883,0.17
Zambia,1/13/2021,18383956,31100,0.17
Zimbabwe,1/14/2021,14862927,25368,0.17
Uganda,6/24/2021,45741000,75537,0.17
Uganda,6/25/2021,45741000,76562,0.17
Uganda,6/26/2021,45741000,77505,0.17
Uganda,6/27/2021,45741000,78394,0.17
Uganda,6/28/2021,45741000,79089,0.17
Uganda,6/29/2021,45741000,79434,0.17
Uganda,6/30/2021,45741000,79977,0.17
Ukraine,8/1/2020,43733759,72609,0.17
Ukraine,8/2/2020,43733759,73761,0.17
Ukraine,8/3/2020,43733759,74781,0.17
Ukraine,8/4/2020,43733759,75880,0.17
United Arab Emirates,5/8/2020,9890400,16793,0.17
United Kingdom,4/16/2020,67886004,112808,0.17
United Kingdom,4/17/2020,67886004,117798,0.17
United States,4/12/2020,331002647,571485,0.17
Uruguay,11/30/2020,3473727,5857,0.17
Uruguay,12/1/2020,3473727,6024,0.17
Uzbekistan,9/27/2020,33469199,55320,0.17
Uzbekistan,9/28/2020,33469199,55776,0.17
Uzbekistan,9/29/2020,33469199,56354,0.17
Uzbekistan,9/30/2020,33469199,56717,0.17
Uzbekistan,10/1/2020,33469199,57190,0.17
Uzbekistan,10/2/2020,33469199,57454,0.17
Uzbekistan,10/3/2020,33469199,58238,0.17
Tajikistan,8/10/2021,9537642,15792,0.17
Tajikistan,8/11/2021,9537642,15862,0.17
Thailand,5/19/2021,69799978,116949,0.17
Thailand,5/20/2021,69799978,119585,0.17
Timor,4/29/2021,1318442,2190,0.17
Timor,4/30/2021,1318442,2276,0.17
Timor,5/1/2021,1318442,2276,0.17
Togo,6/16/2021,8278737,13669,0.17
Togo,6/17/2021,8278737,13682,0.17
Togo,6/18/2021,8278737,13701,0.17
Togo,6/19/2021,8278737,13715,0.17
Togo,6/20/2021,8278737,13721,0.17
Togo,6/21/2021,8278737,13731,0.17
Togo,6/22/2021,8278737,13735,0.17
Togo,6/23/2021,8278737,13749,0.17
Togo,6/24/2021,8278737,13749,0.17
Togo,6/25/2021,8278737,13788,0.17
Togo,6/26/2021,8278737,13788,0.17
Togo,6/27/2021,8278737,13816,0.17
Togo,6/28/2021,8278737,13846,0.17
Togo,6/29/2021,8278737,13881,0.17
Togo,6/30/2021,8278737,13917,0.17
Togo,7/1/2021,8278737,13962,0.17
Togo,7/2/2021,8278737,13999,0.17
Togo,7/3/2021,8278737,14039,0.17
Togo,7/4/2021,8278737,14069,0.17
Togo,7/5/2021,8278737,14082,0.17
Togo,7/6/2021,8278737,14105,0.17
Togo,7/7/2021,8278737,14140,0.17
Togo,7/8/2021,8278737,14176,0.17
Togo,7/9/2021,8278737,14176,0.17
Togo,7/10/2021,8278737,14232,0.17
Togo,7/11/2021,8278737,14270,0.17
Togo,7/12/2021,8278737,14278,0.17
Togo,7/13/2021,8278737,14320,0.17
Togo,7/14/2021,8278737,14377,0.17
Togo,7/15/2021,8278737,14426,0.17
Trinidad and Tobago,9/8/2020,1399491,2391,0.17
Tunisia,10/2/2020,11818618,19721,0.17
Turkey,5/11/2020,84339067,139771,0.17
Turkey,5/12/2020,84339067,141475,0.17
Turkey,5/13/2020,84339067,143114,0.17
Turkey,5/14/2020,84339067,144749,0.17
Turkey,5/15/2020,84339067,146457,0.17
Latvia,10/16/2020,1886202,3204,0.17
Lebanon,8/21/2020,6825442,11580,0.17
Libya,8/26/2020,6871287,11834,0.17
Lithuania,9/29/2020,2722291,4573,0.17
Lithuania,9/30/2020,2722291,4688,0.17
Italy,3/30/2020,60461828,101739,0.17
Italy,3/31/2020,60461828,105792,0.17
Jamaica,9/20/2020,2961161,4988,0.17
Jamaica,9/21/2020,2961161,5143,0.17
Japan,12/24/2020,126476458,210769,0.17
Japan,12/25/2020,126476458,214575,0.17
Japan,12/26/2020,126476458,218467,0.17
Jordan,10/5/2020,10203140,17464,0.17
Kenya,12/8/2020,53771300,89100,0.17
Kenya,12/9/2020,53771300,89661,0.17
Kenya,12/10/2020,53771300,90305,0.17
Kenya,12/11/2020,53771300,90978,0.17
Kenya,12/12/2020,53771300,91526,0.17
Kenya,12/13/2020,53771300,91892,0.17
Kenya,12/14/2020,53771300,92055,0.17
Kenya,12/15/2020,53771300,92459,0.17
Kenya,12/16/2020,53771300,92853,0.17
Kenya,12/17/2020,53771300,93405,0.17
Kenya,12/18/2020,53771300,93761,0.17
Kosovo,7/5/2020,1932774,3356,0.17
Kuwait,5/8/2020,4270563,7208,0.17
Kyrgyzstan,7/12/2020,6524191,11117,0.17
Ghana,11/28/2020,31072945,51379,0.17
Ghana,11/29/2020,31072945,51569,0.17
Ghana,11/30/2020,31072945,51667,0.17
Ghana,12/1/2020,31072945,51667,0.17
Ghana,12/2/2020,31072945,51667,0.17
Ghana,12/3/2020,31072945,51667,0.17
Ghana,12/4/2020,31072945,52096,0.17
Ghana,12/5/2020,31072945,52096,0.17
Ghana,12/6/2020,31072945,52274,0.17
Ghana,12/7/2020,31072945,52274,0.17
Ghana,12/8/2020,31072945,52500,0.17
Ghana,12/9/2020,31072945,52622,0.17
Ghana,12/10/2020,31072945,52738,0.17
Ghana,12/11/2020,31072945,52738,0.17
Ghana,12/12/2020,31072945,52933,0.17
Ghana,12/13/2020,31072945,52933,0.17
Ghana,12/14/2020,31072945,53014,0.17
Ghana,12/15/2020,31072945,53270,0.17
Ghana,12/16/2020,31072945,53386,0.17
Ghana,12/17/2020,31072945,53553,0.17
Ghana,12/18/2020,31072945,53653,0.17
Ghana,12/19/2020,31072945,53653,0.17
Ghana,12/20/2020,31072945,53653,0.17
Ghana,12/21/2020,31072945,53954,0.17
Ghana,12/22/2020,31072945,53954,0.17
Ghana,12/23/2020,31072945,54043,0.17
Ghana,12/24/2020,31072945,54043,0.17
Ghana,12/25/2020,31072945,54043,0.17
Ghana,12/26/2020,31072945,54286,0.17
Greece,9/26/2020,10423056,17228,0.17
Greece,9/27/2020,10423056,17444,0.17
Greece,9/28/2020,10423056,17707,0.17
Greece,9/29/2020,10423056,18123,0.17
Guatemala,7/13/2020,17915567,29742,0.17
Guatemala,7/14/2020,17915567,30872,0.17
Guinea,4/22/2021,13132792,21745,0.17
Guinea,4/23/2021,13132792,21803,0.17
Guinea,4/24/2021,13132792,21885,0.17
Guinea,4/25/2021,13132792,21953,0.17
Guinea,4/26/2021,13132792,21985,0.17
Guinea,4/27/2021,13132792,22046,0.17
Guinea,4/28/2021,13132792,22087,0.17
Guinea,4/29/2021,13132792,22215,0.17
Guinea,4/30/2021,13132792,22215,0.17
Guinea,5/1/2021,13132792,22247,0.17
Guinea,5/2/2021,13132792,22304,0.17
Guinea,5/3/2021,13132792,22333,0.17
Guinea,5/4/2021,13132792,22368,0.17
Guinea,5/5/2021,13132792,22468,0.17
Guinea,5/6/2021,13132792,22505,0.17
Guinea,5/7/2021,13132792,22553,0.17
Guinea,5/8/2021,13132792,22602,0.17
Guinea,5/9/2021,13132792,22633,0.17
Guinea,5/10/2021,13132792,22633,0.17
Guinea,5/11/2021,13132792,22719,0.17
Guinea,5/12/2021,13132792,22719,0.17
Guinea,5/13/2021,13132792,22719,0.17
Guinea,5/14/2021,13132792,22746,0.17
Guinea,5/15/2021,13132792,22746,0.17
Guinea,5/16/2021,13132792,22746,0.17
Guinea,5/17/2021,13132792,22830,0.17
Guinea,5/18/2021,13132792,22853,0.17
Guinea,5/19/2021,13132792,22879,0.17
Guinea,5/20/2021,13132792,22963,0.17
Guinea,5/21/2021,13132792,22963,0.17
Guinea-Bissau,2/28/2021,1967998,3262,0.17
Guinea-Bissau,3/1/2021,1967998,3262,0.17
Guinea-Bissau,3/2/2021,1967998,3271,0.17
Guinea-Bissau,3/3/2021,1967998,3282,0.17
Guinea-Bissau,3/4/2021,1967998,3301,0.17
Guinea-Bissau,3/5/2021,1967998,3303,0.17
Guinea-Bissau,3/6/2021,1967998,3312,0.17
Guinea-Bissau,3/7/2021,1967998,3312,0.17
Guinea-Bissau,3/8/2021,1967998,3312,0.17
Guinea-Bissau,3/9/2021,1967998,3319,0.17
Guinea-Bissau,3/10/2021,1967998,3327,0.17
Guinea-Bissau,3/11/2021,1967998,3380,0.17
Guinea-Bissau,3/12/2021,1967998,3398,0.17
Guinea-Bissau,3/13/2021,1967998,3436,0.17
Guyana,8/31/2020,786559,1306,0.17
Guyana,9/1/2020,786559,1373,0.17
Haiti,7/5/2021,11402533,18952,0.17
Haiti,7/6/2021,11402533,19107,0.17
Haiti,7/7/2021,11402533,19172,0.17
Haiti,7/8/2021,11402533,19172,0.17
Haiti,7/9/2021,11402533,19220,0.17
Haiti,7/10/2021,11402533,19220,0.17
Haiti,7/11/2021,11402533,19220,0.17
Haiti,7/12/2021,11402533,19220,0.17
Haiti,7/13/2021,11402533,19220,0.17
Haiti,7/14/2021,11402533,19374,0.17
Haiti,7/15/2021,11402533,19374,0.17
Haiti,7/16/2021,11402533,19374,0.17
Haiti,7/17/2021,11402533,19374,0.17
Haiti,7/18/2021,11402533,19374,0.17
Haiti,7/19/2021,11402533,19547,0.17
Haiti,7/20/2021,11402533,19563,0.17
Haiti,7/21/2021,11402533,19563,0.17
Haiti,7/22/2021,11402533,19627,0.17
Haiti,7/23/2021,11402533,19762,0.17
Haiti,7/24/2021,11402533,19762,0.17
Haiti,7/25/2021,11402533,19762,0.17
Haiti,7/26/2021,11402533,19817,0.17
Haiti,7/27/2021,11402533,19918,0.17
North Macedonia,6/11/2020,2083380,3538,0.17
Norway,7/7/2020,5421242,8947,0.17
Norway,7/8/2020,5421242,8950,0.17
Norway,7/9/2020,5421242,8965,0.17
Norway,7/10/2020,5421242,8974,0.17
Norway,7/11/2020,5421242,8977,0.17
Norway,7/12/2020,5421242,8981,0.17
Norway,7/13/2020,5421242,8984,0.17
Norway,7/14/2020,5421242,9001,0.17
Norway,7/15/2020,5421242,9011,0.17
Norway,7/16/2020,5421242,9015,0.17
Norway,7/17/2020,5421242,9025,0.17
Norway,7/18/2020,5421242,9028,0.17
Norway,7/19/2020,5421242,9028,0.17
Norway,7/20/2020,5421242,9034,0.17
Norway,7/21/2020,5421242,9053,0.17
Norway,7/22/2020,5421242,9059,0.17
Norway,7/23/2020,5421242,9085,0.17
Norway,7/24/2020,5421242,9092,0.17
Norway,7/25/2020,5421242,9111,0.17
Norway,7/26/2020,5421242,9117,0.17
Norway,7/27/2020,5421242,9132,0.17
Norway,7/28/2020,5421242,9150,0.17
Norway,7/29/2020,5421242,9172,0.17
Norway,7/30/2020,5421242,9208,0.17
Norway,7/31/2020,5421242,9240,0.17
Norway,8/1/2020,5421242,9253,0.17
Norway,8/2/2020,5421242,9268,0.17
Norway,8/3/2020,5421242,9334,0.17
Norway,8/4/2020,5421242,9362,0.17
Norway,8/5/2020,5421242,9409,0.17
Norway,8/6/2020,5421242,9468,0.17
Pakistan,11/18/2020,220892331,365927,0.17
Pakistan,11/19/2020,220892331,368665,0.17
Pakistan,11/20/2020,220892331,371508,0.17
Pakistan,11/21/2020,220892331,374173,0.17
Pakistan,11/22/2020,220892331,376929,0.17
Pakistan,11/23/2020,220892331,379883,0.17
Pakistan,11/24/2020,220892331,382892,0.17
Pakistan,11/25/2020,220892331,386198,0.17
Malawi,2/26/2021,19129955,31675,0.17
Malawi,2/27/2021,19129955,31798,0.17
Malawi,2/28/2021,19129955,31945,0.17
Malawi,3/1/2021,19129955,32008,0.17
Malawi,3/2/2021,19129955,32148,0.17
Malawi,3/3/2021,19129955,32229,0.17
Malawi,3/4/2021,19129955,32283,0.17
Malawi,3/5/2021,19129955,32283,0.17
Malawi,3/6/2021,19129955,32398,0.17
Malawi,3/7/2021,19129955,32442,0.17
Malawi,3/8/2021,19129955,32469,0.17
Malawi,3/9/2021,19129955,32528,0.17
Malawi,3/10/2021,19129955,32614,0.17
Malawi,3/11/2021,19129955,32673,0.17
Malawi,3/12/2021,19129955,32746,0.17
Malawi,3/13/2021,19129955,32789,0.17
Malawi,3/14/2021,19129955,32789,0.17
Malawi,3/15/2021,19129955,32864,0.17
Malawi,3/16/2021,19129955,32894,0.17
Malawi,3/17/2021,19129955,32970,0.17
Malawi,3/18/2021,19129955,33045,0.17
Malawi,3/19/2021,19129955,33174,0.17
Malawi,3/20/2021,19129955,33216,0.17
Malawi,3/21/2021,19129955,33237,0.17
Malawi,3/22/2021,19129955,33270,0.17
Malawi,3/23/2021,19129955,33323,0.17
Malawi,3/24/2021,19129955,33354,0.17
Malawi,3/25/2021,19129955,33387,0.17
Malawi,3/26/2021,19129955,33415,0.17
Malawi,3/27/2021,19129955,33458,0.17
Malaysia,11/21/2020,32365998,53679,0.17
Malaysia,11/22/2020,32365998,54775,0.17
Maldives,5/11/2020,540542,897,0.17
Maldives,5/12/2020,540542,904,0.17
Mauritania,10/26/2020,4649660,7677,0.17
Mauritania,10/27/2020,4649660,7680,0.17
Mauritania,10/28/2020,4649660,7688,0.17
Mauritania,10/29/2020,4649660,7700,0.17
Mauritania,10/30/2020,4649660,7700,0.17
Mauritania,10/31/2020,4649660,7703,0.17
Mauritania,11/1/2020,4649660,7704,0.17
Mauritania,11/2/2020,4649660,7704,0.17
Mauritania,11/3/2020,4649660,7724,0.17
Mauritania,11/4/2020,4649660,7744,0.17
Mauritania,11/5/2020,4649660,7777,0.17
Mauritania,11/6/2020,4649660,7804,0.17
Mauritania,11/7/2020,4649660,7814,0.17
Mauritania,11/8/2020,4649660,7820,0.17
Mauritania,11/9/2020,4649660,7833,0.17
Mauritania,11/10/2020,4649660,7848,0.17
Mauritania,11/11/2020,4649660,7885,0.17
Mauritania,11/12/2020,4649660,7900,0.17
Mauritania,11/13/2020,4649660,7932,0.17
Mauritania,11/14/2020,4649660,7948,0.17
Mauritania,11/15/2020,4649660,7952,0.17
Mauritania,11/16/2020,4649660,7979,0.17
Mauritania,11/17/2020,4649660,7994,0.17
Mauritania,11/18/2020,4649660,8010,0.17
Mauritania,11/19/2020,4649660,8034,0.17
Mauritania,11/20/2020,4649660,8075,0.17
Mauritania,11/21/2020,4649660,8096,0.17
Mauritania,11/22/2020,4649660,8128,0.17
Mauritius,7/9/2021,1271767,2131,0.17
Mauritius,7/10/2021,1271767,2131,0.17
Mauritius,7/11/2021,1271767,2131,0.17
Mauritius,7/12/2021,1271767,2131,0.17
Mexico,6/27/2020,128932753,212802,0.17
Mexico,6/28/2020,128932753,216852,0.17
Mexico,6/29/2020,128932753,220657,0.17
Moldova,5/21/2020,4033963,6704,0.17
Moldova,5/22/2020,4033963,6847,0.17
Moldova,5/23/2020,4033963,6994,0.17
Monaco,4/4/2020,39244,66,0.17
Mongolia,3/23/2021,3278292,5610,0.17
Morocco,8/30/2020,36910558,61399,0.17
Morocco,8/31/2020,36910558,62590,0.17
Morocco,9/1/2020,36910558,63781,0.17
Mozambique,2/16/2021,31255435,51800,0.17
Mozambique,2/17/2021,31255435,52629,0.17
Mozambique,2/18/2021,31255435,53527,0.17
Mozambique,2/19/2021,31255435,54204,0.17
Myanmar,11/30/2020,54409794,90713,0.17
Myanmar,12/1/2020,54409794,92189,0.17
Myanmar,12/2/2020,54409794,93600,0.17
Myanmar,12/3/2020,54409794,95018,0.17
Namibia,8/17/2020,2540916,4344,0.17
Nepal,9/8/2020,29136808,48138,0.17
Nepal,9/9/2020,29136808,49219,0.17
Nepal,9/10/2020,29136808,50465,0.17
Netherlands,4/15/2020,17134873,28316,0.17
Netherlands,4/16/2020,17134873,29383,0.17
Honduras,6/27/2020,9904608,17007,0.17
Hungary,9/18/2020,9660350,16111,0.17
Iceland,3/22/2020,341250,568,0.17
Iceland,3/23/2020,341250,588,0.17
India,8/11/2020,1380004385,2329638,0.17
India,8/12/2020,1380004385,2396637,0.17
Indonesia,11/12/2020,273523621,452291,0.17
Indonesia,11/13/2020,273523621,457735,0.17
Indonesia,11/14/2020,273523621,463007,0.17
Indonesia,11/15/2020,273523621,467113,0.17
Indonesia,11/16/2020,273523621,470648,0.17
Indonesia,11/17/2020,273523621,474455,0.17
Iran,5/26/2020,83992953,139511,0.17
Iran,5/27/2020,83992953,141591,0.17
Iran,5/28/2020,83992953,143849,0.17
Iran,5/29/2020,83992953,146668,0.17
Iraq,7/8/2020,40222503,67442,0.17
Iraq,7/9/2020,40222503,69612,0.17
