location,date,population,HighestInfectionCount,PercentPopulationInfected
Andorra,8/11/2021,77265,14891,19.27
Andorra,8/10/2021,77265,14873,19.25
Andorra,8/6/2021,77265,14836,19.2
Andorra,8/7/2021,77265,14836,19.2
Andorra,8/8/2021,77265,14836,19.2
Andorra,8/9/2021,77265,14836,19.2
Andorra,8/5/2021,77265,14809,19.17
Andorra,8/4/2021,77265,14797,19.15
Andorra,8/3/2021,77265,14766,19.11
Andorra,8/2/2021,77265,14747,19.09
Seychelles,8/10/2021,98340,18714,19.03
Seychelles,8/11/2021,98340,18714,19.03
Andorra,7/30/2021,77265,14678,19
Andorra,7/31/2021,77265,14678,19
Andorra,8/1/2021,77265,14678,19
Andorra,7/29/2021,77265,14655,18.97
Seychelles,8/5/2021,98340,18582,18.9
Seychelles,8/6/2021,98340,18582,18.9
Seychelles,8/7/2021,98340,18582,18.9
Seychelles,8/8/2021,98340,18582,18.9
Seychelles,8/9/2021,98340,18582,18.9
Andorra,7/27/2021,77265,14586,18.88
Andorra,7/28/2021,77265,14586,18.88
Andorra,7/26/2021,77265,14577,18.87
Andorra,7/23/2021,77265,14498,18.76
Andorra,7/24/2021,77265,14498,18.76
Andorra,7/25/2021,77265,14498,18.76
Andorra,7/22/2021,77265,14464,18.72
Seychelles,8/2/2021,98340,18384,18.69
Seychelles,8/3/2021,98340,18384,18.69
Seychelles,8/4/2021,98340,18384,18.69
Andorra,7/20/2021,77265,14379,18.61
Andorra,7/21/2021,77265,14379,18.61
Andorra,7/19/2021,77265,14359,18.58
Seychelles,7/29/2021,98340,18189,18.5
Seychelles,7/30/2021,98340,18189,18.5
Seychelles,7/31/2021,98340,18189,18.5
Seychelles,8/1/2021,98340,18189,18.5
Andorra,7/16/2021,77265,14273,18.47
Andorra,7/17/2021,77265,14273,18.47
Andorra,7/18/2021,77265,14273,18.47
Andorra,7/15/2021,77265,14239,18.43
Seychelles,7/26/2021,98340,18062,18.37
Seychelles,7/27/2021,98340,18062,18.37
Seychelles,7/28/2021,98340,18062,18.37
Andorra,7/13/2021,77265,14167,18.34
Andorra,7/14/2021,77265,14167,18.34
Andorra,7/12/2021,77265,14155,18.32
Andorra,7/9/2021,77265,14075,18.22
Andorra,7/10/2021,77265,14075,18.22
Andorra,7/11/2021,77265,14075,18.22
Andorra,7/8/2021,77265,14050,18.18
Andorra,7/7/2021,77265,14021,18.15
Andorra,7/6/2021,77265,13991,18.11
Seychelles,7/22/2021,98340,17747,18.05
Seychelles,7/23/2021,98340,17747,18.05
Seychelles,7/24/2021,98340,17747,18.05
Seychelles,7/25/2021,98340,17747,18.05
Andorra,7/1/2021,77265,13918,18.01
Andorra,7/2/2021,77265,13918,18.01
Andorra,7/3/2021,77265,13918,18.01
Andorra,7/4/2021,77265,13918,18.01
Andorra,7/5/2021,77265,13918,18.01
Andorra,6/30/2021,77265,13911,18
Andorra,6/29/2021,77265,13900,17.99
Andorra,6/25/2021,77265,13882,17.97
Andorra,6/26/2021,77265,13882,17.97
Andorra,6/27/2021,77265,13882,17.97
Andorra,6/28/2021,77265,13882,17.97
Andorra,6/23/2021,77265,13873,17.96
Andorra,6/24/2021,77265,13877,17.96
Andorra,6/21/2021,77265,13864,17.94
Andorra,6/22/2021,77265,13864,17.94
Andorra,6/16/2021,77265,13836,17.91
Andorra,6/17/2021,77265,13839,17.91
Andorra,6/18/2021,77265,13842,17.91
Andorra,6/19/2021,77265,13842,17.91
Andorra,6/20/2021,77265,13842,17.91
Andorra,6/15/2021,77265,13828,17.9
Andorra,6/14/2021,77265,13826,17.89
Andorra,6/11/2021,77265,13813,17.88
Andorra,6/12/2021,77265,13813,17.88
Andorra,6/13/2021,77265,13813,17.88
Andorra,6/10/2021,77265,13805,17.87
Andorra,6/9/2021,77265,13791,17.85
Andorra,6/8/2021,77265,13781,17.84
Seychelles,7/19/2021,98340,17541,17.84
Seychelles,7/20/2021,98340,17541,17.84
Seychelles,7/21/2021,98340,17541,17.84
Andorra,6/7/2021,77265,13777,17.83
Andorra,6/4/2021,77265,13758,17.81
Andorra,6/5/2021,77265,13758,17.81
Andorra,6/6/2021,77265,13758,17.81
Andorra,6/3/2021,77265,13752,17.8
Andorra,6/2/2021,77265,13744,17.79
Andorra,5/31/2021,77265,13727,17.77
Andorra,6/1/2021,77265,13729,17.77
Andorra,5/28/2021,77265,13693,17.72
Andorra,5/29/2021,77265,13693,17.72
Andorra,5/30/2021,77265,13693,17.72
Andorra,5/27/2021,77265,13682,17.71
Andorra,5/26/2021,77265,13671,17.69
Andorra,5/25/2021,77265,13664,17.68
Andorra,5/18/2021,77265,13569,17.56
Andorra,5/19/2021,77265,13569,17.56
Andorra,5/20/2021,77265,13569,17.56
Andorra,5/21/2021,77265,13569,17.56
Andorra,5/22/2021,77265,13569,17.56
Andorra,5/23/2021,77265,13569,17.56
Andorra,5/24/2021,77265,13569,17.56
Andorra,5/17/2021,77265,13555,17.54
Seychelles,7/16/2021,98340,17234,17.52
Seychelles,7/17/2021,98340,17234,17.52
Seychelles,7/18/2021,98340,17234,17.52
Andorra,5/14/2021,77265,13510,17.49
Andorra,5/15/2021,77265,13510,17.49
Andorra,5/16/2021,77265,13510,17.49
Andorra,5/12/2021,77265,13470,17.43
Andorra,5/13/2021,77265,13470,17.43
Andorra,5/11/2021,77265,13447,17.4
Andorra,5/10/2021,77265,13429,17.38
Andorra,5/9/2021,77265,13423,17.37
Andorra,5/8/2021,77265,13406,17.35
Andorra,5/7/2021,77265,13390,17.33
Andorra,5/6/2021,77265,13363,17.3
Seychelles,7/12/2021,98340,17005,17.29
Seychelles,7/13/2021,98340,17005,17.29
Seychelles,7/14/2021,98340,17005,17.29
Seychelles,7/15/2021,98340,17005,17.29
Andorra,5/5/2021,77265,13340,17.27
Andorra,5/4/2021,77265,13316,17.23
Andorra,5/3/2021,77265,13295,17.21
Andorra,5/2/2021,77265,13282,17.19
Andorra,4/30/2021,77265,13232,17.13
Andorra,5/1/2021,77265,13232,17.13
Andorra,4/29/2021,77265,13198,17.08
Andorra,4/28/2021,77265,13148,17.02
Andorra,4/27/2021,77265,13121,16.98
Seychelles,7/8/2021,98340,16679,16.96
Seychelles,7/9/2021,98340,16679,16.96
Seychelles,7/10/2021,98340,16679,16.96
Seychelles,7/11/2021,98340,16679,16.96
Andorra,4/26/2021,77265,13083,16.93
Andorra,4/25/2021,77265,13060,16.9
Andorra,4/24/2021,77265,13024,16.86
Andorra,4/23/2021,77265,13007,16.83
Andorra,4/22/2021,77265,12942,16.75
Andorra,4/21/2021,77265,12917,16.72
Andorra,4/20/2021,77265,12874,16.66
Montenegro,8/11/2021,628062,104613,16.66
Montenegro,8/10/2021,628062,104264,16.6
Seychelles,7/5/2021,98340,16304,16.58
Seychelles,7/6/2021,98340,16304,16.58
Seychelles,7/7/2021,98340,16304,16.58
Andorra,4/18/2021,77265,12805,16.57
Andorra,4/19/2021,77265,12805,16.57
Montenegro,8/9/2021,628062,103932,16.55
Andorra,4/17/2021,77265,12771,16.53
Montenegro,8/8/2021,628062,103722,16.51
Montenegro,8/7/2021,628062,103443,16.47
Andorra,4/16/2021,77265,12712,16.45
Montenegro,8/6/2021,628062,103158,16.42
Montenegro,8/5/2021,628062,102879,16.38
Andorra,4/14/2021,77265,12641,16.36
Andorra,4/15/2021,77265,12641,16.36
Montenegro,8/4/2021,628062,102660,16.35
Andorra,4/13/2021,77265,12614,16.33
Montenegro,8/3/2021,628062,102403,16.3
Andorra,4/12/2021,77265,12581,16.28
Montenegro,8/2/2021,628062,102184,16.27
Montenegro,8/1/2021,628062,102092,16.26
Andorra,4/11/2021,77265,12545,16.24
Montenegro,7/31/2021,628062,101927,16.23
Montenegro,7/30/2021,628062,101785,16.21
Montenegro,7/29/2021,628062,101642,16.18
Andorra,4/10/2021,77265,12497,16.17
Montenegro,7/28/2021,628062,101496,16.16
Montenegro,7/27/2021,628062,101352,16.14
Seychelles,7/2/2021,98340,15857,16.12
Seychelles,7/3/2021,98340,15857,16.12
Seychelles,7/4/2021,98340,15857,16.12
Andorra,4/9/2021,77265,12456,16.12
Montenegro,7/26/2021,628062,101207,16.11
Montenegro,7/25/2021,628062,101130,16.1
Montenegro,7/24/2021,628062,101061,16.09
Montenegro,7/23/2021,628062,100929,16.07
Montenegro,7/22/2021,628062,100865,16.06
Andorra,4/8/2021,77265,12409,16.06
Montenegro,7/21/2021,628062,100802,16.05
Montenegro,7/20/2021,628062,100755,16.04
Montenegro,7/18/2021,628062,100662,16.03
Montenegro,7/19/2021,628062,100690,16.03
Montenegro,7/16/2021,628062,100590,16.02
Montenegro,7/17/2021,628062,100622,16.02
Montenegro,7/14/2021,628062,100543,16.01
Montenegro,7/15/2021,628062,100567,16.01
Montenegro,7/10/2021,628062,100459,16
Montenegro,7/11/2021,628062,100478,16
Montenegro,7/12/2021,628062,100488,16
Montenegro,7/13/2021,628062,100519,16
Andorra,4/7/2021,77265,12363,16
Montenegro,7/8/2021,628062,100414,15.99
Montenegro,7/9/2021,628062,100430,15.99
Montenegro,7/5/2021,628062,100338,15.98
Montenegro,7/6/2021,628062,100362,15.98
Montenegro,7/7/2021,628062,100392,15.98
Montenegro,7/1/2021,628062,100272,15.97
Montenegro,7/2/2021,628062,100292,15.97
Montenegro,7/3/2021,628062,100316,15.97
Montenegro,7/4/2021,628062,100327,15.97
Montenegro,6/29/2021,628062,100230,15.96
Montenegro,6/30/2021,628062,100252,15.96
Andorra,4/6/2021,77265,12328,15.96
Montenegro,6/25/2021,628062,100145,15.95
Montenegro,6/26/2021,628062,100168,15.95
Montenegro,6/27/2021,628062,100190,15.95
Montenegro,6/28/2021,628062,100204,15.95
Montenegro,6/21/2021,628062,100092,15.94
Montenegro,6/22/2021,628062,100104,15.94
Montenegro,6/23/2021,628062,100117,15.94
Montenegro,6/24/2021,628062,100131,15.94
Montenegro,6/17/2021,628062,100020,15.93
Montenegro,6/18/2021,628062,100036,15.93
Montenegro,6/19/2021,628062,100055,15.93
Montenegro,6/20/2021,628062,100075,15.93
Montenegro,6/14/2021,628062,99964,15.92
Montenegro,6/15/2021,628062,99988,15.92
Montenegro,6/16/2021,628062,100001,15.92
Montenegro,6/11/2021,628062,99914,15.91
Montenegro,6/12/2021,628062,99928,15.91
Montenegro,6/13/2021,628062,99956,15.91
Montenegro,6/7/2021,628062,99834,15.9
Montenegro,6/8/2021,628062,99848,15.9
Montenegro,6/9/2021,628062,99867,15.9
Montenegro,6/10/2021,628062,99890,15.9
Andorra,4/5/2021,77265,12286,15.9
Bahrain,8/11/2021,1701583,270451,15.89
Montenegro,6/5/2021,628062,99791,15.89
Montenegro,6/6/2021,628062,99812,15.89
Montenegro,6/3/2021,628062,99717,15.88
Montenegro,6/4/2021,628062,99758,15.88
Bahrain,8/9/2021,1701583,270161,15.88
Bahrain,8/10/2021,1701583,270290,15.88
Bahrain,8/8/2021,1701583,270060,15.87
Montenegro,6/1/2021,628062,99652,15.87
Montenegro,6/2/2021,628062,99683,15.87
Montenegro,5/30/2021,628062,99605,15.86
Montenegro,5/31/2021,628062,99623,15.86
Bahrain,8/6/2021,1701583,269848,15.86
Bahrain,8/7/2021,1701583,269949,15.86
Bahrain,8/4/2021,1701583,269617,15.85
Bahrain,8/5/2021,1701583,269737,15.85
Montenegro,5/28/2021,628062,99518,15.85
Montenegro,5/29/2021,628062,99566,15.85
Montenegro,5/27/2021,628062,99477,15.84
Bahrain,8/3/2021,1701583,269495,15.84
Seychelles,6/28/2021,98340,15579,15.84
Seychelles,6/29/2021,98340,15579,15.84
Seychelles,6/30/2021,98340,15579,15.84
Seychelles,7/1/2021,98340,15579,15.84
Montenegro,5/26/2021,628062,99425,15.83
Bahrain,8/1/2021,1701583,269303,15.83
Bahrain,8/2/2021,1701583,269401,15.83
Andorra,4/4/2021,77265,12231,15.83
Bahrain,7/31/2021,1701583,269186,15.82
Montenegro,5/25/2021,628062,99358,15.82
Montenegro,5/24/2021,628062,99291,15.81
Bahrain,7/29/2021,1701583,268974,15.81
Bahrain,7/30/2021,1701583,269080,15.81
Bahrain,7/28/2021,1701583,268846,15.8
Montenegro,5/22/2021,628062,99203,15.8
Montenegro,5/23/2021,628062,99248,15.8
Montenegro,5/21/2021,628062,99153,15.79
Bahrain,7/26/2021,1701583,268626,15.79
Bahrain,7/27/2021,1701583,268731,15.79
Bahrain,7/25/2021,1701583,268541,15.78
Montenegro,5/20/2021,628062,99098,15.78
Montenegro,5/19/2021,628062,99031,15.77
Bahrain,7/23/2021,1701583,268338,15.77
Bahrain,7/24/2021,1701583,268413,15.77
Bahrain,7/21/2021,1701583,268092,15.76
Bahrain,7/22/2021,1701583,268225,15.76
Andorra,4/3/2021,77265,12174,15.76
Montenegro,5/18/2021,628062,98971,15.76
Montenegro,5/17/2021,628062,98898,15.75
Bahrain,7/19/2021,1701583,267949,15.75
Bahrain,7/20/2021,1701583,268027,15.75
Bahrain,7/17/2021,1701583,267796,15.74
Bahrain,7/18/2021,1701583,267882,15.74
Montenegro,5/16/2021,628062,98852,15.74
Montenegro,5/15/2021,628062,98778,15.73
Bahrain,7/15/2021,1701583,267619,15.73
Bahrain,7/16/2021,1701583,267727,15.73
Bahrain,7/14/2021,1701583,267505,15.72
Montenegro,5/14/2021,628062,98703,15.72
Bahrain,7/12/2021,1701583,267324,15.71
Bahrain,7/13/2021,1701583,267400,15.71
Bahrain,7/10/2021,1701583,267112,15.7
Bahrain,7/11/2021,1701583,267212,15.7
Montenegro,5/13/2021,628062,98619,15.7
Montenegro,5/12/2021,628062,98546,15.69
Bahrain,7/8/2021,1701583,266919,15.69
Bahrain,7/9/2021,1701583,267038,15.69
Bahrain,7/7/2021,1701583,266797,15.68
Andorra,4/2/2021,77265,12115,15.68
Montenegro,5/11/2021,628062,98449,15.68
Bahrain,7/5/2021,1701583,266557,15.67
Bahrain,7/6/2021,1701583,266685,15.67
Bahrain,7/4/2021,1701583,266426,15.66
Montenegro,5/10/2021,628062,98365,15.66
Montenegro,5/9/2021,628062,98303,15.65
Bahrain,7/3/2021,1701583,266286,15.65
Czechia,8/11/2021,10708982,1675450,15.65
Czechia,8/5/2021,10708982,1674410,15.64
Czechia,8/6/2021,10708982,1674577,15.64
Czechia,8/7/2021,10708982,1674726,15.64
Czechia,8/8/2021,10708982,1674906,15.64
Czechia,8/9/2021,10708982,1675010,15.64
Czechia,8/10/2021,10708982,1675179,15.64
Bahrain,7/2/2021,1701583,266140,15.64
Montenegro,5/8/2021,628062,98237,15.64
Montenegro,5/7/2021,628062,98142,15.63
Bahrain,7/1/2021,1701583,265975,15.63
Czechia,7/30/2021,10708982,1673429,15.63
Czechia,7/31/2021,10708982,1673576,15.63
Czechia,8/1/2021,10708982,1673694,15.63
Czechia,8/2/2021,10708982,1673769,15.63
Czechia,8/3/2021,10708982,1673926,15.63
Czechia,8/4/2021,10708982,1674183,15.63
Czechia,7/24/2021,10708982,1672340,15.62
Czechia,7/25/2021,10708982,1672409,15.62
Czechia,7/26/2021,10708982,1672547,15.62
Czechia,7/27/2021,10708982,1672764,15.62
Czechia,7/28/2021,10708982,1673017,15.62
Czechia,7/29/2021,10708982,1673219,15.62
Bahrain,6/30/2021,1701583,265827,15.62
Bahrain,6/29/2021,1701583,265643,15.61
Czechia,7/19/2021,10708982,1671145,15.61
Czechia,7/20/2021,10708982,1671372,15.61
Czechia,7/21/2021,10708982,1671685,15.61
Czechia,7/22/2021,10708982,1671933,15.61
Czechia,7/23/2021,10708982,1672140,15.61
Montenegro,5/6/2021,628062,98042,15.61
Czechia,7/14/2021,10708982,1670073,15.6
Czechia,7/15/2021,10708982,1670348,15.6
Czechia,7/16/2021,10708982,1670583,15.6
Czechia,7/17/2021,10708982,1670823,15.6
Czechia,7/18/2021,10708982,1671027,15.6
Bahrain,6/28/2021,1701583,265477,15.6
Andorra,4/1/2021,77265,12053,15.6
Bahrain,6/27/2021,1701583,265247,15.59
Czechia,7/10/2021,10708982,1669182,15.59
Czechia,7/11/2021,10708982,1669351,15.59
Czechia,7/12/2021,10708982,1669496,15.59
Czechia,7/13/2021,10708982,1669745,15.59
Montenegro,5/5/2021,628062,97930,15.59
Czechia,7/4/2021,10708982,1667935,15.58
Czechia,7/5/2021,10708982,1668040,15.58
Czechia,7/6/2021,10708982,1668170,15.58
Czechia,7/7/2021,10708982,1668277,15.58
Czechia,7/8/2021,10708982,1668619,15.58
Czechia,7/9/2021,10708982,1668891,15.58
Czechia,6/27/2021,10708982,1666890,15.57
Czechia,6/28/2021,10708982,1666947,15.57
Czechia,6/29/2021,10708982,1667115,15.57
Czechia,6/30/2021,10708982,1667287,15.57
Czechia,7/1/2021,10708982,1667435,15.57
Czechia,7/2/2021,10708982,1667608,15.57
Czechia,7/3/2021,10708982,1667796,15.57
Bahrain,6/26/2021,1701583,264995,15.57
Montenegro,5/4/2021,628062,97813,15.57
Montenegro,5/3/2021,628062,97718,15.56
Bahrain,6/25/2021,1701583,264693,15.56
Czechia,6/18/2021,10708982,1665818,15.56
Czechia,6/19/2021,10708982,1665961,15.56
Czechia,6/20/2021,10708982,1666025,15.56
Czechia,6/21/2021,10708982,1666082,15.56
Czechia,6/22/2021,10708982,1666192,15.56
Czechia,6/23/2021,10708982,1666325,15.56
Czechia,6/24/2021,10708982,1666521,15.56
Czechia,6/25/2021,10708982,1666686,15.56
Czechia,6/26/2021,10708982,1666821,15.56
Czechia,6/11/2021,10708982,1664839,15.55
Czechia,6/12/2021,10708982,1665022,15.55
Czechia,6/13/2021,10708982,1665097,15.55
Czechia,6/14/2021,10708982,1665138,15.55
Czechia,6/15/2021,10708982,1665327,15.55
Czechia,6/16/2021,10708982,1665526,15.55
Czechia,6/17/2021,10708982,1665660,15.55
Czechia,6/8/2021,10708982,1663998,15.54
Czechia,6/9/2021,10708982,1664382,15.54
Czechia,6/10/2021,10708982,1664649,15.54
Bahrain,6/24/2021,1701583,264405,15.54
Andorra,3/31/2021,77265,12010,15.54
Montenegro,5/2/2021,628062,97619,15.54
Montenegro,5/1/2021,628062,97517,15.53
Czechia,6/3/2021,10708982,1662608,15.53
Czechia,6/4/2021,10708982,1663040,15.53
Czechia,6/5/2021,10708982,1663363,15.53
Czechia,6/6/2021,10708982,1663517,15.53
Czechia,6/7/2021,10708982,1663607,15.53
Czechia,6/1/2021,10708982,1661780,15.52
Czechia,6/2/2021,10708982,1662256,15.52
Bahrain,6/23/2021,1701583,264107,15.52
Czechia,5/28/2021,10708982,1660481,15.51
Czechia,5/29/2021,10708982,1660935,15.51
Czechia,5/30/2021,10708982,1661159,15.51
Czechia,5/31/2021,10708982,1661272,15.51
Montenegro,4/30/2021,628062,97389,15.51
Czechia,5/26/2021,10708982,1659433,15.5
Czechia,5/27/2021,10708982,1659980,15.5
Bahrain,6/22/2021,1701583,263689,15.5
Czechia,5/25/2021,10708982,1658778,15.49
Montenegro,4/29/2021,628062,97257,15.49
Czechia,5/22/2021,10708982,1657558,15.48
Czechia,5/23/2021,10708982,1657893,15.48
Czechia,5/24/2021,10708982,1658092,15.48
Czechia,5/20/2021,10708982,1656202,15.47
Czechia,5/21/2021,10708982,1656874,15.47
Bahrain,6/21/2021,1701583,263295,15.47
Czechia,5/19/2021,10708982,1655414,15.46
Andorra,3/30/2021,77265,11944,15.46
Montenegro,4/28/2021,628062,97080,15.46
Czechia,5/18/2021,10708982,1654219,15.45
Bahrain,6/20/2021,1701583,262892,15.45
Czechia,5/17/2021,10708982,1653099,15.44
Czechia,5/15/2021,10708982,1652238,15.43
Czechia,5/16/2021,10708982,1652840,15.43
Montenegro,4/27/2021,628062,96930,15.43
Czechia,5/14/2021,10708982,1651178,15.42
Bahrain,6/19/2021,1701583,262427,15.42
Czechia,5/13/2021,10708982,1649947,15.41
Montenegro,4/26/2021,628062,96779,15.41
Czechia,5/12/2021,10708982,1648667,15.4
Bahrain,6/18/2021,1701583,261988,15.4
Andorra,3/29/2021,77265,11888,15.39
Montenegro,4/25/2021,628062,96660,15.39
Czechia,5/11/2021,10708982,1646981,15.38
Czechia,5/10/2021,10708982,1645448,15.37
Bahrain,6/17/2021,1701583,261501,15.37
Seychelles,6/25/2021,98340,15116,15.37
Seychelles,6/26/2021,98340,15116,15.37
Seychelles,6/27/2021,98340,15116,15.37
Czechia,5/9/2021,10708982,1645061,15.36
Montenegro,4/24/2021,628062,96499,15.36
Czechia,5/8/2021,10708982,1644335,15.35
Czechia,5/7/2021,10708982,1642696,15.34
Bahrain,6/16/2021,1701583,260954,15.34
Andorra,3/28/2021,77265,11850,15.34
Montenegro,4/23/2021,628062,96348,15.34
Czechia,5/6/2021,10708982,1641120,15.32
Czechia,5/5/2021,10708982,1639248,15.31
Montenegro,4/22/2021,628062,96187,15.31
San Marino,8/9/2021,33938,5194,15.3
San Marino,8/10/2021,33938,5194,15.3
San Marino,8/11/2021,33938,5194,15.3
Bahrain,6/15/2021,1701583,260334,15.3
Montenegro,4/21/2021,628062,96048,15.29
Czechia,5/4/2021,10708982,1636836,15.28
Andorra,3/27/2021,77265,11809,15.28
Montenegro,4/20/2021,628062,95894,15.27
Czechia,5/2/2021,10708982,1634114,15.26
Czechia,5/3/2021,10708982,1634619,15.26
Czechia,5/1/2021,10708982,1632932,15.25
Bahrain,6/14/2021,1701583,259523,15.25
Montenegro,4/19/2021,628062,95695,15.24
Czechia,4/30/2021,10708982,1630758,15.23
Czechia,4/29/2021,10708982,1628536,15.21
Bahrain,6/13/2021,1701583,258731,15.21
Montenegro,4/18/2021,628062,95551,15.21
Montenegro,4/17/2021,628062,95377,15.19
Czechia,4/28/2021,10708982,1626033,15.18
Andorra,3/26/2021,77265,11732,15.18
San Marino,8/2/2021,33938,5147,15.17
San Marino,8/3/2021,33938,5147,15.17
San Marino,8/4/2021,33938,5147,15.17
San Marino,8/5/2021,33938,5147,15.17
San Marino,8/6/2021,33938,5147,15.17
San Marino,8/7/2021,33938,5147,15.17
San Marino,8/8/2021,33938,5147,15.17
Montenegro,4/16/2021,628062,95205,15.16
Czechia,4/27/2021,10708982,1622777,15.15
Bahrain,6/12/2021,1701583,257852,15.15
Czechia,4/26/2021,10708982,1620206,15.13
Andorra,3/25/2021,77265,11687,15.13
Montenegro,4/15/2021,628062,95042,15.13
San Marino,7/26/2021,33938,5130,15.12
San Marino,7/27/2021,33938,5130,15.12
San Marino,7/28/2021,33938,5130,15.12
San Marino,7/29/2021,33938,5130,15.12
San Marino,7/30/2021,33938,5130,15.12
San Marino,7/31/2021,33938,5130,15.12
San Marino,8/1/2021,33938,5130,15.12
Czechia,4/25/2021,10708982,1619383,15.12
Czechia,4/24/2021,10708982,1618068,15.11
Bahrain,6/11/2021,1701583,256921,15.1
Montenegro,4/14/2021,628062,94859,15.1
Czechia,4/23/2021,10708982,1615461,15.09
Montenegro,4/13/2021,628062,94643,15.07
Czechia,4/22/2021,10708982,1612832,15.06
Andorra,3/24/2021,77265,11638,15.06
Bahrain,6/10/2021,1701583,255954,15.04
Czechia,4/21/2021,10708982,1609861,15.03
Montenegro,4/12/2021,628062,94419,15.03
San Marino,7/19/2021,33938,5099,15.02
San Marino,7/20/2021,33938,5099,15.02
San Marino,7/21/2021,33938,5099,15.02
San Marino,7/22/2021,33938,5099,15.02
San Marino,7/23/2021,33938,5099,15.02
San Marino,7/24/2021,33938,5099,15.02
San Marino,7/25/2021,33938,5099,15.02
San Marino,7/13/2021,33938,5094,15.01
San Marino,7/14/2021,33938,5094,15.01
San Marino,7/15/2021,33938,5094,15.01
San Marino,7/16/2021,33938,5094,15.01
San Marino,7/17/2021,33938,5094,15.01
San Marino,7/18/2021,33938,5094,15.01
Montenegro,4/11/2021,628062,94269,15.01
Czechia,4/20/2021,10708982,1606030,15
Andorra,3/23/2021,77265,11591,15
San Marino,5/31/2021,33938,5090,15
San Marino,6/1/2021,33938,5090,15
San Marino,6/2/2021,33938,5090,15
San Marino,6/3/2021,33938,5090,15
San Marino,6/4/2021,33938,5090,15
San Marino,6/5/2021,33938,5090,15
San Marino,6/6/2021,33938,5090,15
San Marino,6/7/2021,33938,5090,15
San Marino,6/8/2021,33938,5090,15
San Marino,6/9/2021,33938,5090,15
San Marino,6/10/2021,33938,5090,15
San Marino,6/11/2021,33938,5090,15
San Marino,6/12/2021,33938,5090,15
San Marino,6/13/2021,33938,5090,15
San Marino,6/14/2021,33938,5090,15
San Marino,6/15/2021,33938,5090,15
San Marino,6/16/2021,33938,5090,15
San Marino,6/17/2021,33938,5090,15
San Marino,6/18/2021,33938,5090,15
San Marino,6/19/2021,33938,5090,15
San Marino,6/20/2021,33938,5090,15
San Marino,6/21/2021,33938,5090,15
San Marino,6/22/2021,33938,5090,15
San Marino,6/23/2021,33938,5090,15
San Marino,6/24/2021,33938,5090,15
San Marino,6/25/2021,33938,5090,15
San Marino,6/26/2021,33938,5090,15
San Marino,6/27/2021,33938,5090,15
San Marino,6/28/2021,33938,5091,15
San Marino,6/29/2021,33938,5091,15
San Marino,6/30/2021,33938,5091,15
San Marino,7/1/2021,33938,5091,15
San Marino,7/2/2021,33938,5091,15
San Marino,7/3/2021,33938,5091,15
San Marino,7/4/2021,33938,5091,15
San Marino,7/5/2021,33938,5092,15
San Marino,7/6/2021,33938,5092,15
San Marino,7/7/2021,33938,5092,15
San Marino,7/8/2021,33938,5092,15
San Marino,7/9/2021,33938,5092,15
San Marino,7/10/2021,33938,5092,15
San Marino,7/11/2021,33938,5092,15
San Marino,7/12/2021,33938,5092,15
San Marino,5/17/2021,33938,5087,14.99
San Marino,5/18/2021,33938,5087,14.99
San Marino,5/19/2021,33938,5087,14.99
San Marino,5/20/2021,33938,5087,14.99
San Marino,5/21/2021,33938,5087,14.99
San Marino,5/22/2021,33938,5087,14.99
San Marino,5/23/2021,33938,5087,14.99
San Marino,5/24/2021,33938,5089,14.99
San Marino,5/25/2021,33938,5089,14.99
San Marino,5/26/2021,33938,5089,14.99
San Marino,5/27/2021,33938,5089,14.99
San Marino,5/28/2021,33938,5089,14.99
San Marino,5/29/2021,33938,5089,14.99
San Marino,5/30/2021,33938,5089,14.99
San Marino,5/10/2021,33938,5083,14.98
San Marino,5/11/2021,33938,5083,14.98
San Marino,5/12/2021,33938,5083,14.98
San Marino,5/13/2021,33938,5083,14.98
San Marino,5/14/2021,33938,5083,14.98
San Marino,5/15/2021,33938,5083,14.98
San Marino,5/16/2021,33938,5083,14.98
Bahrain,6/9/2021,1701583,254920,14.98
Czechia,4/19/2021,10708982,1602711,14.97
Montenegro,4/10/2021,628062,94035,14.97
Czechia,4/18/2021,10708982,1601881,14.96
Czechia,4/17/2021,10708982,1600341,14.94
Andorra,3/22/2021,77265,11545,14.94
Montenegro,4/9/2021,628062,93803,14.94
San Marino,4/30/2021,33938,5066,14.93
San Marino,5/1/2021,33938,5066,14.93
San Marino,5/2/2021,33938,5066,14.93
San Marino,5/3/2021,33938,5067,14.93
San Marino,5/4/2021,33938,5067,14.93
San Marino,5/5/2021,33938,5067,14.93
San Marino,5/6/2021,33938,5067,14.93
San Marino,5/7/2021,33938,5067,14.93
San Marino,5/8/2021,33938,5067,14.93
San Marino,5/9/2021,33938,5067,14.93
Bahrain,6/8/2021,1701583,253879,14.92
Andorra,3/21/2021,77265,11517,14.91
Czechia,4/16/2021,10708982,1597103,14.91
San Marino,4/28/2021,33938,5059,14.91
San Marino,4/29/2021,33938,5060,14.91
San Marino,4/27/2021,33938,5058,14.9
Montenegro,4/8/2021,628062,93566,14.9
San Marino,4/26/2021,33938,5055,14.89
Czechia,4/15/2021,10708982,1593847,14.88
San Marino,4/22/2021,33938,5045,14.87
San Marino,4/23/2021,33938,5047,14.87
San Marino,4/24/2021,33938,5047,14.87
San Marino,4/25/2021,33938,5047,14.87
Seychelles,6/22/2021,98340,14620,14.87
